1,Tech expert says hidden iPhone setting doubles battery life,Mysterious object that appears in religious art that show Jesus really was magic
,Starliner will attempt to autonomously undock from the ISS today. Experts say there's a small chance that thruster issues could cause it to crash into the space station.,The stone (circled in red) is still likely to have come from the area that encompasses parts of Inverness Thurso Orkney and parts of Shetland
162,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_41.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_98.jpg
,Starliner will attempt to autonomously undock from the ISS today. Experts say there's a small chance that thruster issues could cause it to crash into the space station.,Mineral analysis of the Orkney stones (pictured) reveals that the type of Old Red Sandstone in this area does not match that found in the altar stone
163,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Stonehenge mystery deepens: Scientists say the altar stone did NOT come from Orkney as claimed - as the hunt for its place of origin continues
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_41.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_99.jpg
,Starliner will attempt to autonomously undock from the ISS today. Experts say there's a small chance that thruster issues could cause it to crash into the space station.,The researchers analysed samples taken from Orkney's largest stone circle Ring of Brodgar (pictured) and others to see if it would be a match for the Stonehenge altar stone
164,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_41.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_101.jpg
,Starliner will attempt to autonomously undock from the ISS today. Experts say there's a small chance that thruster issues could cause it to crash into the space station.,While most of these on-screen psychopaths are male studies have shown that female psychopaths are more common than we think. Pictured: Jodie Comer as Villanelle in Killing Eve
165,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Revealed: The key sign that indicates a woman might be a PSYCHOPATH
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_41.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_102.jpg
,Starliner will attempt to autonomously undock from the ISS today. Experts say there's a small chance that thruster issues could cause it to crash into the space station.,Researchers from the University of Sao Paulo say that women who use minimal makeup are more likely to have this dark personality trait (stock image)
166,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_43.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,A full timeline of Boeing's Starliner program from the singing of their massive contact to the incident that left two astronauts stranded aboard the ISS.
167,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_44.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,Starliner's thruster issues likely played a role in NASA's decision not to bring astronauts Sunita Williams (front left) and Barry Wilmore (front right) home on the spacecraft.
168,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,I'm a narcissistic sociopath - here's how to protect yourself from people like me
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_51.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,A malignant narcissist will try to exert power and control over you but there are some steps you can take including giving them the illusion of control gray rocking them and cutting contact
169,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Would YOU spot it? Venomous spider is discovered lurking in a toddler's Duplo in terrifying playtime encounter
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_61.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,White-tailed Spiders have a dark reddish to grey cigar-shaped body and dark orange-brown banded legs
170,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Would YOU spot it? Venomous spider is discovered lurking in a toddler's Duplo in terrifying playtime encounter
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_62.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,Sharing a photo with a spider identification page on Facebook Rowan's suspicions were confirmed
171,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Would YOU spot it? Venomous spider is discovered lurking in a toddler's Duplo in terrifying playtime encounter
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_63.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,This is the hair-raising moment a venomous spider is discovered lurking in a toddler's Duplo at playtime
172,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,Would YOU spot it? Venomous spider is discovered lurking in a toddler's Duplo in terrifying playtime encounter
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_64.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,Mr Blair believed it was a white-tailed spider a venomous species whose bite can cause burning blisters and – occasionally – nausea vomiting and headaches
173,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_71.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,Mississippi holds the hunt each year allowing participants to capture no more than two alligators
174,EXCLUSIVERevealed: How Boeing's faulty Starliner could crash into the ISS in worst case scenario,One of the largest ever alligators is caught in Mississippi with hunters planning to EAT 800lbs monster
,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_42.jpg,https://raw.githubusercontent.com/ayainfida/news-scrapper/main/output/images/www.dailymail.co.uk/Science/image_72.jpg
,The ISS is equipped with its own thrusters that it can use to maneuver away from a collision and does so several times a year.,The group reeled in the alligator last week in the dead of night. Officials determine the creature measured 14 feet long and weighed over 800 pounds
